Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
1.017603,,Insert,41963403,0,A,100,82500,G,
1.01762,,Insert,41963407,0,B,100,82000,G,
1.017639,,Insert,41963411,0,A,100,82500,G,
1.017674,,Insert,41963423,0,B,100,82300,G,
1.017694,,Cancel,41963411,,,-100,,,
1.017714,,Cancel,41963403,,,-100,,,
1.019824,,Insert,41963535,0,A,800,82500,G,
1.019831,,Insert,41963539,0,A,100,82500,G,
1.020059,,Cancel,41963423,,,-100,,,
1.020167,,Cancel,41959443,,,-100,,,
1.020176,,Insert,41963547,0,B,100,80900,G,
1.020229,,Insert,41963551,0,A,300,83600,G,
1.020492,,Insert,41963583,0,B,100,82300,G,
1.020758,,Cancel,41963539,,,-100,,,
1.020758,,Insert,41963607,0,A,100,82400,G,
1.020788,,Cancel,41963607,,,-100,,,
1.02083,,Insert,41963623,0,A,100,82400,G,
1.021371,,Cancel,41963623,,,-100,,,
1.024136,,Cancel,41963583,,,-100,,,
1.024206,,Cancel,41963535,,,-800,,,
1.02507,,Insert,41963863,0,B,100,81700,G,
1.028403,,Insert,41963983,0,A,800,82500,G,
1.029914,,Cancel,41963983,,,-800,,,
1.029921,,Insert,41964095,0,B,800,82400,G,
1.029923,,Insert,41964099,0,B,800,82000,G,
1.029923,,Insert,41964103,0,B,300,82400,G,
1.029947,,Cancel,41964099,,,-800,,,
1.029948,,Cancel,41963047,,,-100,,,
1.029972,,Cancel,41963043,,,-100,,,
1.031109,,Cancel,41963547,,,-100,,,
1.033112,,Cancel,41964095,,,-800,,,
1.050245,,Insert,41965067,0,A,100,84000,G,
1.056231,,Cancel,41960743,,,-300,,,
1.061141,,Cancel,41957471,,,-400,,,
1.061141,,Insert,41965219,0,B,400,82200,G,
1.063129,,Insert,41965299,0,A,100,82500,G,
1.067088,,Insert,41965383,0,A,800,82500,G,
1.071536,,Cancel,41965219,,,-400,,,
1.071536,,Insert,41965507,0,B,400,82100,G,
1.096803,,Insert,41966363,0,B,100,80900,G,
1.137338,,Cancel,41963075,,,-100,,,
1.137424,,Cancel,41964103,,,-300,,,
1.137456,,Insert,41968063,0,B,100,81400,G,
1.137458,,Insert,41968067,0,B,100,81400,G,
1.137626,,Cancel,41963383,,,-800,,,
1.137705,,Cancel,41963407,,,-100,,,
1.138135,,Insert,41968155,0,A,1000,84000,G,
1.143527,,Cancel,41956799,,,-300,,,
1.146353,,Cancel,41963863,,,-100,,,
1.149656,,Insert,41968563,0,B,1,40000,G,
1.159375,,Insert,41968847,0,A,800,82500,G,
1.167904,,Insert,41969363,0,A,400,82600,G,
1.177182,,Insert,41969991,0,B,100,82300,G,
1.177222,,Cancel,41969991,,,-100,,,
1.183686,,Insert,41970195,0,A,100,82400,G,
1.183715,,Cancel,41968847,,,-800,,,
1.183754,,Insert,41970207,0,A,100,82400,G,
1.191824,,Insert,41970415,0,A,800,82400,G,
1.191839,,Cancel,41966363,,,-100,,,
1.192087,,Insert,41970427,0,A,1000,84000,G,
1.192158,,Cancel,41965067,,,-100,,,
1.192161,,Insert,41970435,0,A,100,83900,G,
1.193854,,Cancel,41970415,,,-800,,,
1.194077,,Cancel,41970427,,,-1000,,,
1.194587,,Insert,41970515,0,A,800,82400,G,
1.194863,,Insert,41970527,0,A,1000,84000,G,
1.197576,,Cancel,41970195,,,-100,,,
1.201695,,Cancel,7047743,,,-1000,,,
1.201695,,Cancel,7047744,,,-1000,,,
1.201695,,Insert,7047745,1,A,1000,82900,G,
1.201695,,Insert,7047746,1,B,1000,81800,G,
1.2053,,Cancel,41970515,,,-800,,,
1.205337,,Cancel,41970207,,,-100,,,
1.205631,,Cancel,41970527,,,-1000,,,
1.205825,,Insert,41971259,0,A,100,82400,G,
1.205873,,Insert,41971263,0,A,100,82400,G,
1.216804,,Insert,41971807,0,B,100,80800,G,
1.217841,,Insert,41971827,0,A,800,82400,G,
1.218112,,Insert,41971835,0,A,1000,84000,G,
1.241652,,Insert,41972895,0,B,300,81300,G,
1.25409,,Cancel,41971807,,,-100,,,
1.254281,,Cancel,41965507,,,-400,,,
1.254281,,Insert,41974095,0,B,400,82000,G,
1.254284,,Cancel,41955943,,,-300,,,
1.254448,,Cancel,41956387,,,-100,,,
1.254545,,Cancel,41972895,,,-300,,,
1.255439,,Cancel,41955747,,,-100,,,
1.255452,,Cancel,41924079,,,-800,,,
1.255453,,Cancel,41938719,,,-200,,,
1.255716,,Cancel,41969363,,,-400,,,
1.255989,,Insert,41974387,0,A,100,82400,G,
1.255995,,Insert,41974391,0,A,100,82400,G,
1.256049,,Insert,41974395,0,A,100,82300,G,
1.256079,,Cancel,41974391,,,-100,,,
1.256084,,Insert,41974399,0,A,300,82500,G,
1.256084,,Insert,41974403,0,A,100,82300,G,
1.256113,,Insert,41974411,0,A,200,82300,G,
1.256114,,Cancel,41971263,,,-100,,,
1.256124,,Insert,41974415,0,A,11,82400,G,
1.256408,,Cancel,41974415,,,-11,,,
1.257271,,Insert,41974579,0,A,300,83500,G,
1.257664,,Insert,41974595,0,A,300,83500,G,
1.259261,,Cancel,41974395,,,-100,,,
1.261899,,Cancel,41974387,,,-100,,,
1.264106,,Insert,41974847,0,A,100,82300,G,
1.26489,,Insert,41974887,0,A,800,82300,G,
1.265053,,Cancel,41974095,,,-400,,,
1.265053,,Insert,41974903,0,B,400,81900,G,
1.265147,,Cancel,41974411,,,-200,,,
1.26887,,Cancel,41974887,,,-800,,,
1.268905,,Insert,41975059,0,A,100,82300,G,
1.269181,,Insert,41975063,0,A,100,82300,G,
1.269474,,Cancel,41975059,,,-100,,,
1.269587,,Cancel,41974847,,,-100,,,
1.269612,,Cancel,41974403,,,-100,,,
1.270573,,Cancel,41975063,,,-100,,,
1.270607,,Insert,41975107,0,A,100,82400,G,
1.270876,,Insert,41975119,0,A,100,82400,G,
1.270959,,Insert,41975127,0,A,100,82400,G,
1.27107,,Insert,41975135,0,B,100,82200,G,
1.275618,,Insert,41975227,0,B,100,80700,G,
1.276093,,Cancel,41902587,,,-100,,,
1.30421,,Cancel,41970435,,,-100,,,
1.307381,,Insert,41975971,0,B,800,82200,G,
1.307479,,Cancel,41975227,,,-100,,,
1.307483,,Insert,41975979,0,B,100,80800,G,
1.307751,,Insert,41976007,0,B,100,82200,G,
1.307839,,Insert,41976019,0,B,100,81900,G,
1.328411,,Insert,41976791,0,A,100,83900,G,
1.332368,,Cancel,41975979,,,-100,,,
1.332368,,Cancel,41975971,,,-800,,,
1.332376,,Cancel,41976007,,,-100,,,
1.332396,,Insert,41976907,0,A,100,82300,G,
1.332404,,Cancel,41975119,,,-100,,,
1.332432,,Cancel,41975107,,,-100,,,
1.332554,,Cancel,41976019,,,-100,,,
1.332798,,Insert,41976943,0,A,100,82300,G,
1.332802,,Insert,41976947,0,A,100,82300,G,
1.332924,,Insert,41976955,0,A,100,82300,G,
1.333034,,Insert,41976975,0,A,800,82300,G,
1.333074,,Insert,41976991,0,A,100,82800,G,
1.333075,,Insert,41976995,0,A,400,82500,G,
1.333153,,Cancel,41975135,,,-100,,,
1.353798,,Insert,41977951,0,B,100,80700,G,
1.355634,,Insert,41977983,0,A,100,82300,G,
1.355641,,Insert,41977987,0,A,19,82300,G,
1.35569,,Cancel,41977983,,,-100,,,
1.36118,,Insert,41978195,0,B,100,82200,G,
1.361211,,Insert,41978199,0,B,300,81800,G,
1.368849,,Cancel,41976955,,,-100,,,
1.369775,,Cancel,41977987,,,-19,,,
1.380639,,Cancel,41977951,,,-100,,,
1.380726,,Cancel,41978195,,,-100,,,
1.380856,,Insert,41979295,0,A,100,82300,G,
1.382569,,Insert,41979367,0,B,100,82200,G,
1.383706,,Cancel,41979295,,,-100,,,
1.403674,,Cancel,41976907,,,-100,,,
1.403723,,Insert,41979963,0,B,100,80700,G,
1.404295,,Cancel,41974579,,,-300,,,
1.404731,,Cancel,41974595,,,-300,,,
1.411314,,Cancel,41976975,,,-800,,,
1.411349,,Insert,41980295,0,A,100,82300,G,
1.411376,,Insert,41980299,0,A,100,82300,G,
1.41139,,Cancel,41976947,,,-100,,,
1.411395,,Cancel,41976943,,,-100,,,
1.411413,,Cancel,41980299,,,-100,,,
1.411493,,Cancel,41974903,,,-400,,,
1.411493,,Insert,41980311,0,B,400,82000,G,
1.411751,,Insert,41980355,0,B,800,82200,G,
1.411781,,Cancel,41979963,,,-100,,,
1.411784,,Insert,41980359,0,B,100,80800,G,
1.411803,,Insert,41980367,0,B,100,81900,G,
1.411972,,Insert,41980387,0,B,100,82200,G,
1.411989,,Insert,41980391,0,B,100,82200,G,
1.412018,,Insert,1367872,0,B,100,82300,F,
1.412038,,Insert,41980399,0,B,100,82200,G,
1.412045,,Insert,41980403,0,B,46,82200,G,
1.412051,,Insert,41980407,0,B,100,82300,G,
1.412057,,Insert,41980415,0,B,200,82300,G,
1.412064,,Insert,41980419,0,B,100,82300,G,
1.412065,,Cancel,41980399,,,-100,,,
1.412065,,Insert,41980423,0,B,100,82300,G,
1.412068,,Insert,41980427,0,B,100,82200,G,
1.412122,,Cancel,41975127,,,-100,,,
1.412157,,Cancel,41980419,,,-100,,,
1.412486,,Cancel,41980387,,,-100,,,
1.417222,,Cancel,41971827,,,-800,,,
1.417225,,Cancel,41976995,,,-400,,,
1.417235,,Cancel,41974399,,,-300,,,
1.417239,,Cancel,41976791,,,-100,,,
1.417261,,Insert,41980719,0,A,100,82400,G,
1.417515,,Cancel,41971259,,,-100,,,
1.417575,,Insert,41980747,0,A,800,82400,G,
1.417577,,Insert,41980751,0,A,100,82400,G,
1.417579,,Insert,41980755,0,A,100,82400,G,
1.417585,,Cancel,41980359,,,-100,,,
1.417707,,Cancel,41980747,,,-800,,,
1.417732,,Cancel,41980755,,,-100,,,
1.417813,,Insert,41980799,0,A,100,82400,G,
1.420218,,Cancel,41980751,,,-100,,,
1.422381,,Cancel,41971835,,,-1000,,,
1.423678,,Insert,41980963,0,A,800,82400,G,
1.426739,,Cancel,41980391,,,-100,,,
1.434659,,Cancel,41980311,,,-400,,,
1.434659,,Insert,41981223,0,B,400,82100,G,
1.439421,,Cancel,41980719,,,-100,,,
1.439464,,Insert,41981315,0,B,100,80800,G,
1.439809,,Insert,1367887,0,B,2,82400,F,
1.439874,,Insert,1367888,0,B,2,82400,F,
1.440047,,Insert,1367892,0,B,2,82400,F,
1.442045,,Cancel,41980403,,,-46,,,
1.447226,,Insert,41981779,0,A,1000,84000,G,
1.456801,,Insert,41981935,0,A,100,83900,G,
1.464556,,Cancel,41980799,,,-94,,,
1.464567,,Cancel,41980963,,,-800,,,
1.464831,,Cancel,41981779,,,-1000,,,
1.464871,,Insert,41982207,0,B,100,82300,G,
1.465221,,Insert,41982223,0,B,100,82300,G,
1.470429,,Insert,41982395,0,B,100,82400,G,
1.470461,,Cancel,41978199,,,-300,,,
1.470462,,Insert,41982399,0,B,300,82200,G,
1.470487,,Cancel,41968063,,,-100,,,
1.47049,,Cancel,41968067,,,-100,,,
1.471206,,Insert,41982427,0,B,800,82300,G,
1.471319,,Cancel,41981935,,,-100,,,
1.471354,,Cancel,41934527,,,-81,,,
1.4715,,Insert,41982619,0,B,100,80900,G,
1.471509,,Cancel,41981315,,,-100,,,
1.47177,,Insert,41982719,0,B,300,81300,G,
1.472312,,Insert,41982871,0,B,300,81300,G,
1.472443,,Cancel,41965299,,,-100,,,
1.472467,,Cancel,41965383,,,-800,,,
1.472485,,Insert,41982895,0,B,100,82400,G,
1.472501,,Cancel,41982207,,,-100,,,
1.472534,,Insert,41982927,0,B,100,82400,G,
1.472671,,Cancel,41937111,,,-100,,,
1.472854,,Insert,41982999,0,A,100,82500,G,
1.472882,,Insert,41983003,0,A,300,82900,G,
1.472889,,Insert,41983007,0,A,100,82500,G,
1.47291,,Insert,41983015,0,A,100,82500,G,
1.472967,,Cancel,41968155,,,-1000,,,
1.48072,,Insert,41983451,0,B,800,82400,G,
1.480737,,Cancel,41983015,,,-100,,,
1.480836,,Cancel,41982999,,,-100,,,
1.480887,,Insert,41983463,0,B,100,82100,G,
1.4809,,Cancel,41981223,,,-400,,,
1.481738,,Cancel,41983007,,,-100,,,
1.497751,,Cancel,7047745,,,-1000,,,
1.497751,,Cancel,7047746,,,-1000,,,
1.497751,,Insert,7047747,1,A,1000,83000,G,
1.497751,,Insert,7047748,1,B,1000,81900,G,
1.516808,,Insert,41984823,0,A,100,84000,G,
1.520677,,Cancel,41982619,,,-100,,,
1.520754,,Cancel,41983463,,,-100,,,
1.520914,,Cancel,41982895,,,-100,,,
1.52132,,Insert,41985035,0,A,100,82500,G,
1.521328,,Cancel,41983451,,,-800,,,
1.528846,,Insert,41985347,0,A,100,82500,G,
1.535362,,Insert,41985535,0,A,400,82700,G,
1.542212,,Insert,41985651,0,A,800,82500,G,
1.542367,,Cancel,41982395,,,-100,,,
1.542477,,Cancel,41985347,,,-100,,,
1.548872,,Cancel,41985651,,,-800,,,
1.5489,,Insert,41985787,0,A,100,82500,G,
1.548914,,Insert,41985791,0,B,100,80800,G,
1.55059,,Insert,41985839,0,A,100,82500,G,
1.565829,,Insert,5004716,1,B,85,84000,G,
1.565829,TraderOne,Trade,2,1,A,10,82300,,-82
1.577703,,Insert,41986471,0,A,800,82500,G,
1.577937,,Cancel,41985839,,,-100,,,
1.577959,,Cancel,41985791,,,-100,,,
1.577987,,Insert,41986479,0,A,100,83900,G,
1.577992,,Cancel,41984823,,,-100,,,
1.578088,,Cancel,41985535,,,-400,,,
1.578175,,Insert,41986491,0,A,100,82500,G,
1.57823,,Cancel,41986491,,,-100,,,
1.578285,,Cancel,41982927,,,-100,,,
1.578344,,Insert,41986503,0,B,100,81400,G,
1.578347,,Insert,41986507,0,B,100,81400,G,
1.578544,,Cancel,41982427,,,-800,,,
1.578682,,Insert,41986543,0,A,100,82500,G,
1.578693,,Insert,41986547,0,A,1000,84000,G,
1.578753,,Insert,41986551,0,B,100,82300,G,
1.578761,,Cancel,41986543,,,-100,,,
1.606803,,Insert,41987147,0,B,100,80800,G,
1.609,TraderOne,Hedge,3,0,A,10,82300,,
1.622838,,Cancel,41986547,,,-1000,,,
1.622883,,Insert,41987515,0,B,100,82000,G,
1.624042,,Cancel,41986551,,,-100,,,
1.639079,,Insert,41988111,0,B,400,82100,G,
1.658183,,Insert,41988407,0,B,100,82400,G,
1.658219,,Cancel,41986503,,,-100,,,
1.658401,,Cancel,41986507,,,-100,,,
1.6668,,Cancel,41987147,,,-100,,,
1.666805,,Insert,41988563,0,B,100,80900,G,
1.666833,,Cancel,41987515,,,-100,,,
1.667338,,Cancel,41982871,,,-300,,,
1.676233,,Cancel,41988407,,,-100,,,
1.676277,,Insert,41988823,0,B,100,81400,G,
1.676278,,Insert,41988827,0,B,100,81400,G,
1.676432,,Insert,41988835,0,B,100,82400,G,
1.67647,,Cancel,41988823,,,-100,,,
1.676471,,Cancel,41988827,,,-100,,,
1.676897,,Cancel,41988835,,,-100,,,
1.676924,,Insert,41988871,0,B,100,81400,G,
1.681734,,Insert,41989003,0,B,100,82400,G,
1.681766,,Cancel,41988871,,,-100,,,
1.68184,,Insert,41989007,0,B,800,82300,G,
1.68194,,Cancel,41986479,,,-100,,,
1.681992,,Cancel,41986471,,,-800,,,
1.682353,,Cancel,41985787,,,-100,,,
1.682558,,Insert,41989039,0,A,100,82500,G,
1.684416,,Insert,41989115,0,A,800,82500,G,
1.684455,,Cancel,41989039,,,-100,,,
1.687116,,Insert,41989263,0,A,400,82600,G,
1.703396,,Insert,5004717,1,A,3,82100,F,
1.703396,,Cancel,5004717,,,-3,,,
1.715871,,Insert,41990075,0,A,100,84000,G,
1.716097,,Cancel,41989115,,,-800,,,
1.716414,,Cancel,41989263,,,-400,,,
1.716441,,Cancel,41989003,,,-100,,,
1.716461,,Insert,41990143,0,A,100,82500,G,
1.716477,,Insert,41990147,0,B,100,81400,G,
1.716498,,Insert,41990155,0,B,100,81400,G,
1.71701,,Insert,41990227,0,B,100,82400,G,
1.717036,,Cancel,41990155,,,-100,,,
1.717098,,Cancel,41990147,,,-100,,,
1.717152,,Cancel,41990075,,,-100,,,
1.727897,,Cancel,41990227,,,-100,,,
1.727927,,Insert,41991087,0,B,100,81400,G,
1.738885,,Insert,41991355,0,A,800,82500,G,
1.738927,,Insert,41991359,0,A,100,84100,G,
1.748358,,Insert,41991891,0,B,300,81300,G,
1.751842,,Insert,41992231,0,B,100,82400,G,
1.751909,,Cancel,41991087,,,-100,,,
1.753979,,Cancel,41988563,,,-100,,,
1.754651,,Insert,41992387,0,A,1000,84000,G,
1.757577,,Cancel,41963551,,,-300,,,
1.757804,,Cancel,41963119,,,-300,,,
1.758072,,Cancel,41992387,,,-1000,,,
1.760031,,Cancel,41991355,,,-800,,,
1.760331,,Insert,41992927,0,B,100,82400,G,
1.760734,,Cancel,41985035,,,-100,,,
1.762476,,Cancel,41988111,,,-400,,,
1.762476,,Insert,41993099,0,B,400,82200,G,
1.765,TraderOne,Insert,4,1,A,10,82300,G,
1.769815,,Insert,41993331,0,B,800,82400,G,
1.769818,,Cancel,41990143,,,-100,,,
1.770025,,Insert,41993347,0,B,100,82400,G,
1.770132,,Cancel,41991359,,,-100,,,
1.770198,,Cancel,41937087,,,-300,,,
1.770558,,Insert,41993387,0,B,300,82400,G,
1.770558,,Cancel,41915127,,,-300,,,
1.770577,,Insert,41993391,0,B,100,82400,G,
1.771118,,Cancel,41904283,,,-800,,,
1.771139,,Insert,41993447,0,B,100,82400,G,
1.771159,,Insert,41993467,0,B,19,82400,G,
1.771161,,Insert,41993475,0,B,100,82400,G,
1.77119,,Insert,41993479,0,B,200,82500,G,
1.771201,,Cancel,41993347,,,-100,,,
1.771201,,Insert,41993487,0,B,100,82500,G,
1.771201,,Cancel,41993475,,,-100,,,
1.771201,,Insert,41993491,0,B,100,82500,G,
1.771217,,Cancel,41904111,,,-100,,,
1.771228,,Cancel,41904195,,,-100,,,
1.77125,,Cancel,41993491,,,-100,,,
1.77125,,Insert,41993511,0,B,100,82100,G,
1.771256,,Cancel,41993487,,,-100,,,
1.771283,,Insert,41993519,0,B,10,82400,G,
1.771305,,Insert,41993527,0,B,100,82500,G,
1.771317,,Cancel,41992927,,,-100,,,
1.771351,,Insert,41993539,0,B,100,82500,G,
1.771446,,Cancel,41993519,,,-10,,,
1.771571,,Cancel,41993467,,,-19,,,
1.771606,,Insert,41993571,0,B,100,82500,G,
1.77181,,Insert,41993575,0,A,100,82700,G,
1.774888,,Insert,41993991,0,A,100,82600,G,
1.774919,,Insert,41993999,0,A,300,83100,G,
1.774923,,Cancel,41993575,,,-100,,,
1.774931,,Insert,41994003,0,B,100,81000,G,
1.779442,,Insert,41994375,0,B,800,82500,G,
1.779448,,Cancel,41993991,,,-100,,,
1.779538,,Cancel,41896335,,,-800,,,
1.779563,,Cancel,41993099,,,-400,,,
1.78,,Insert,41994451,0,A,200,82700,G,
1.785898,,Insert,41994727,0,A,800,82700,G,
1.786158,,Cancel,41994451,,,-200,,,
1.788887,,Cancel,41994727,,,-800,,,
1.788923,,Insert,41994851,0,A,100,82700,G,
1.791575,,Insert,41994887,0,A,100,82700,G,
1.792137,,Cancel,41994851,,,-100,,,
1.793273,,Cancel,7047747,,,-925,,,
1.793273,,Cancel,7047748,,,-1000,,,
1.793273,,Insert,7047749,1,A,1000,83100,G,
1.793273,,Insert,7047750,1,B,1000,82100,G,
1.800994,,Cancel,41993447,,,-100,,,
1.813191,,Insert,41995335,0,A,100,82700,G,
1.813233,,Insert,41995339,0,A,100,84200,G,
1.819565,,Cancel,41995335,,,-100,,,
1.876074,,Cancel,41993527,,,-100,,,
1.881541,,Insert,41996363,0,A,800,82700,G,
1.881762,,Cancel,41994887,,,-100,,,
1.894549,,Insert,41996819,0,A,400,82900,G,
1.895521,,Insert,41996835,0,A,100,82600,G,
1.903713,,Cancel,41995339,,,-100,,,
1.903725,,Insert,41996971,0,A,100,84100,G,
1.903823,,Cancel,41994375,,,-800,,,
1.903826,,Cancel,41994003,,,-100,,,
1.903892,,Cancel,41993511,,,-100,,,
1.903918,,Cancel,41996819,,,-400,,,
1.904379,,Cancel,41996835,,,-100,,,
1.9045,,Insert,41997007,0,B,100,82500,G,
1.904669,,Insert,41997015,0,A,100,82700,G,
1.90476,,Cancel,41997007,,,-100,,,
1.904799,,Insert,41997031,0,B,100,82500,G,
1.906313,,Insert,41997083,0,B,100,82600,G,
1.906561,,Cancel,41896283,,,-100,,,
1.906562,,Cancel,41997015,,,-100,,,
1.906985,,Insert,41997163,0,B,300,81400,G,
1.90739,,Insert,41997223,0,B,300,81400,G,
1.908249,,Insert,41997319,0,B,200,82600,G,
1.908249,,Cancel,41997031,,,-100,,,
1.908608,,Insert,41997359,0,B,100,82600,G,
1.908627,,Insert,41997367,0,B,11,82600,G,
1.908647,,Insert,1368307,0,B,415,82700,F,
1.908665,,Cancel,41997359,,,-100,,,
1.908696,,Insert,1368308,0,B,300,82700,F,
1.908719,,Insert,41997395,0,B,100,82600,G,
1.908734,,Insert,1368309,0,B,4,82700,F,
1.90874,,Insert,41997403,0,B,100,82600,G,
1.908767,,Insert,41997411,0,B,100,82600,G,
1.908791,,Cancel,41997403,,,-100,,,
1.90895,,Insert,41997415,0,B,200,82600,G,
1.908957,,Insert,41997423,0,B,19,82600,G,
1.908966,,Insert,41997427,0,B,100,82600,G,
1.909006,,Cancel,41997427,,,-100,,,
1.909044,,Insert,1368315,0,B,81,82700,F,
1.909046,,Cancel,41997415,,,-200,,,
1.909046,,Insert,41997443,0,B,100,82600,G,
1.909067,,Insert,41997447,0,B,100,82600,G,
1.909075,,Insert,41997451,0,B,46,82600,G,
1.909082,,Insert,41997455,0,B,100,82600,G,
1.9091,,Cancel,41997455,,,-100,,,
1.90916,,Insert,41997479,0,B,22,82600,G,
1.90917,,Cancel,41976991,,,-100,,,
1.909177,,Insert,41997487,0,B,100,82600,G,
1.9092,,Insert,41997495,0,B,200,82700,G,
1.9092,,Insert,41997499,0,B,100,82700,G,
1.909209,,Insert,41997503,0,A,100,82800,G,
1.909215,,Cancel,41997443,,,-100,,,
1.909215,,Insert,41997507,0,B,100,82700,G,
1.909215,,Cancel,41997447,,,-100,,,
1.909215,,Insert,41997511,0,B,100,82700,G,
1.909215,,Cancel,41997487,,,-100,,,
1.909215,,Insert,41997515,0,B,100,82700,G,
1.90939,,Insert,41997535,0,B,100,82700,G,
1.90946,,Cancel,41997511,,,-100,,,
1.909766,,Cancel,41997423,,,-19,,,
1.910236,,Cancel,41997515,,,-100,,,
1.911668,,Cancel,41997503,,,-100,,,
1.912336,,Cancel,41997507,,,-100,,,
1.914543,,Insert,41998143,0,B,800,82500,G,
1.914756,,Insert,41998171,0,B,400,82300,G,
1.914762,,Cancel,41996971,,,-100,,,
1.916584,,Cancel,41998171,,,-400,,,
1.916591,,Insert,41998231,0,B,800,82600,G,
1.91666,,Cancel,41896307,,,-800,,,
1.916699,,Insert,41998263,0,A,100,82900,G,
1.916913,,Cancel,41997319,,,-200,,,
1.916916,,Insert,41998271,0,B,100,82700,G,
1.917212,,Cancel,41983003,,,-300,,,
1.917237,,Insert,41998327,0,A,100,82900,G,
1.91761,,Insert,41998415,0,B,100,82700,G,
1.918192,,Insert,41998475,0,B,400,82500,G,
1.9182,,Insert,41998483,0,B,800,82700,G,
1.918474,,Insert,41998579,0,B,800,82000,G,
1.918644,,Insert,41998643,0,B,100,82700,G,
1.919102,,Cancel,41998415,,,-100,,,
1.919118,,Cancel,41998579,,,-800,,,
1.919122,,Cancel,41998643,,,-100,,,
1.920059,,Cancel,41998263,,,-100,,,
1.921014,,Insert,41998875,0,A,800,82900,G,
1.9213,,Cancel,41998483,,,-800,,,
1.921386,,Insert,41998895,0,A,300,84200,G,
1.922986,,Insert,41999007,0,A,300,84200,G,
1.925993,,Insert,41999163,0,B,300,81500,G,
1.928257,,Insert,41999267,0,A,800,83200,G,
1.928366,,Insert,41999271,0,A,800,83100,G,
1.928464,,Insert,41999275,0,A,800,83000,G,
1.928879,,Cancel,41997367,,,-11,,,
1.929257,,Insert,41999323,0,A,800,82900,G,
1.929292,,Insert,41999327,0,B,100,81100,G,
1.92951,,Cancel,41998475,,,-400,,,
1.92951,,Insert,41999339,0,B,400,82400,G,
1.929634,,Cancel,41997479,,,-22,,,
1.9368,,Insert,41999503,0,A,100,84300,G,
1.937608,,Insert,41999515,0,A,100,83400,G,
1.939072,,Cancel,41997451,,,-46,,,
1.943906,,Insert,41999687,0,A,100,82800,G,
1.943933,,Cancel,41998875,,,-800,,,
1.943937,,Insert,41999691,0,A,300,83300,G,
1.943937,,Cancel,41999323,,,-800,,,
1.946146,,Cancel,41997411,,,-100,,,
1.949545,,Insert,42000035,0,A,100,82800,G,
1.949551,,Cancel,41997535,,,-100,,,
1.949575,,Cancel,41997499,,,-100,,,
1.952461,,Cancel,41999503,,,-100,,,
1.952467,,Insert,42000175,0,A,100,84200,G,
1.952859,,Cancel,41998271,,,-100,,,
1.95286,,Insert,42000199,0,A,100,82800,G,
1.952885,,Cancel,41997495,,,-200,,,
1.953001,,Insert,42000211,0,B,100,81700,G,
1.953005,,Insert,42000215,0,B,100,81700,G,
1.957112,,Cancel,42000175,,,-100,,,
1.95718,,Cancel,41999327,,,-100,,,
1.958238,,Insert,42000639,0,B,100,82700,G,
1.958264,,Cancel,42000211,,,-100,,,
1.958437,,Cancel,42000215,,,-100,,,
1.960821,,Cancel,41999687,,,-100,,,
1.960858,,Cancel,42000199,,,-100,,,
1.960868,,Cancel,42000035,,,-100,,,
1.960906,,Insert,42001111,0,A,100,82900,G,
1.960936,,Insert,42001115,0,A,200,82800,G,
1.962574,,Insert,5004718,1,A,49,83800,G,
1.963164,,Insert,42001299,0,B,200,82700,G,
1.963189,,Cancel,42001115,,,-200,,,
1.963309,,Cancel,41998231,,,-800,,,
1.963319,,Insert,42001307,0,A,800,82900,G,
1.96332,,Insert,42001311,0,A,800,82900,G,
1.963325,,Insert,42001315,0,A,100,82800,G,
1.963354,,Insert,42001319,0,A,800,82800,G,
1.963365,,Cancel,42001311,,,-800,,,
1.964398,,Insert,42001511,0,B,300,81500,G,
1.969093,,Cancel,42001319,,,-800,,,
1.969094,,Cancel,42001307,,,-800,,,
1.969393,,Insert,42002191,0,B,800,82600,G,
1.969444,,Cancel,42001315,,,-100,,,
1.970391,,Cancel,42001111,,,-100,,,
1.971039,,Insert,42002347,0,A,100,82800,G,
1.971666,,Cancel,41999339,,,-400,,,
1.971673,,Cancel,42002347,,,-100,,,
1.976048,,Insert,42003463,0,A,800,82900,G,
1.97605,,Insert,42003467,0,A,800,82900,G,
1.976078,,Insert,42003479,0,A,200,82800,G,
1.976108,,Cancel,42003463,,,-800,,,
1.976108,,Cancel,42003467,,,-800,,,
1.982938,,Cancel,42002191,,,-800,,,
1.983639,,Cancel,42003479,,,-200,,,
1.983669,,Insert,42005327,0,A,100,82800,G,
1.983682,,Insert,42005335,0,A,100,82900,G,
1.983816,,Insert,42005379,0,A,100,82800,G,
1.983862,,Insert,42005399,0,A,100,82800,G,
1.983973,,Cancel,42005399,,,-100,,,
1.984053,,Insert,42005443,0,A,100,82800,G,
1.984067,,Cancel,42005379,,,-100,,,
1.984129,,Cancel,42005443,,,-100,,,
1.984288,,Insert,42005511,0,A,100,84300,G,
1.985454,,Insert,42005715,0,A,100,82800,G,
1.98548,,Insert,42005727,0,A,100,82800,G,
1.986282,,Cancel,42005715,,,-100,,,
1.993779,,Cancel,42005727,,,-100,,,
1.994917,,Cancel,42005327,,,-100,,,
1.995977,,Cancel,42005335,,,-100,,,
1.996154,,Insert,42007139,0,B,100,82700,G,
1.997527,,Cancel,42007139,,,-100,,,
1.99873,,Insert,42007619,0,B,4,82200,G,
